kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,tahun
3278,KOTA TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,0,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,BEKERJA,1,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,4,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,PELAJAR,7,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2020
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,2,2020
3279,KOTA BANJAR,LAKI-LAKI,BEKERJA,0,2020
3279,KOTA BANJAR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3279,KOTA BANJAR,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3279,KOTA BANJAR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3279,KOTA BANJAR,LAKI-LAKI,PELAJAR,0,2020
3279,KOTA BANJAR,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3279,KOTA BANJAR,LAKI-LAKI,SWASTA/BURUH,0,2020
3279,KOTA BANJAR,LAKI-LAKI,TIDAK BEKERJA,5,2020
3279,KOTA BANJAR,PEREMPUAN,BEKERJA,0,2020
3279,KOTA BANJAR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2020
3279,KOTA BANJAR,PEREMPUAN,TIDAK DIKETAHUI,11,2020
3279,KOTA BANJAR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3279,KOTA BANJAR,PEREMPUAN,PELAJAR,0,2020
3279,KOTA BANJAR,PEREMPUAN,PNS/TNI/POLRI,0,2020
3279,KOTA BANJAR,PEREMPUAN,SWASTA/BURUH,0,2020
3279,KOTA BANJAR,PEREMPUAN,TIDAK BEKERJA,5,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,BEKERJA,0,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,1,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,PELAJAR,3,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,SWASTA/BURUH,0,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK BEKERJA,3,2021
3201,KABUPATEN BOGOR,PEREMPUAN,BEKERJA,3,2021
3201,KABUPATEN BOGOR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,5,2021
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK DIKETAHUI,10,2021
3201,KABUPATEN BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3201,KABUPATEN BOGOR,PEREMPUAN,PELAJAR,12,2021
3201,KABUPATEN BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,2021
3201,KABUPATEN BOGOR,PEREMPUAN,SWASTA/BURUH,0,2021
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK BEKERJA,6,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,BEKERJA,0,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,1,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PELAJAR,19,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2021
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,12,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,BEKERJA,45,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,21,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,7,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,PELAJAR,70,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,1,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,2021
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK BEKERJA,34,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,BEKERJA,0,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK DIKETAHUI,4,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,PELAJAR,3,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,SWASTA/BURUH,0,2021
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK BEKERJA,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,BEKERJA,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK DIKETAHUI,1,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,PELAJAR,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,PNS/TNI/POLRI,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,SWASTA/BURUH,0,2021
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK BEKERJA,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,BEKERJA,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,8,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,PELAJAR,22,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,2021
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK BEKERJA,3,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,BEKERJA,20,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,20,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,29,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,PELAJAR,41,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,PNS/TNI/POLRI,1,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,SWASTA/BURUH,2,2021
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK BEKERJA,21,2021
3205,KABUPATEN GARUT,LAKI-LAKI,BEKERJA,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3205,KABUPATEN GARUT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,PELAJAR,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,SWASTA/BURUH,0,2021
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK BEKERJA,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,BEKERJA,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK DIKETAHUI,24,2021
3205,KABUPATEN GARUT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,PELAJAR,7,2021
3205,KABUPATEN GARUT,PEREMPUAN,PNS/TNI/POLRI,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,SWASTA/BURUH,0,2021
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK BEKERJA,4,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,BEKERJA,1,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PELAJAR,23,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2021
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,6,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,BEKERJA,2,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,11,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,7,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PELAJAR,39,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,1,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2021
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,36,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,BEKERJA,0,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK DIKETAHUI,5,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,PELAJAR,1,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,SWASTA/BURUH,0,2021
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK BEKERJA,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,BEKERJA,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK DIKETAHUI,9,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,PELAJAR,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,PNS/TNI/POLRI,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,SWASTA/BURUH,0,2021
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK BEKERJA,4,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,BEKERJA,0,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK DIKETAHUI,1,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PELAJAR,6,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,SWASTA/BURUH,0,2021
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK BEKERJA,0,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,BEKERJA,1,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,5,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK DIKETAHUI,8,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,PELAJAR,4,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,PNS/TNI/POLRI,1,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,SWASTA/BURUH,0,2021
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK BEKERJA,0,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,BEKERJA,1,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,1,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,PELAJAR,22,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,SWASTA/BURUH,4,2021
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,2021
3209,KABUPATEN CIREBON,PEREMPUAN,BEKERJA,9,2021
3209,KABUPATEN CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,25,2021
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK DIKETAHUI,14,2021
3209,KABUPATEN CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,2,2021
3209,KABUPATEN CIREBON,PEREMPUAN,PELAJAR,27,2021
3209,KABUPATEN CIREBON,PEREMPUAN,PNS/TNI/POLRI,2,2021
3209,KABUPATEN CIREBON,PEREMPUAN,SWASTA/BURUH,17,2021
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK BEKERJA,14,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,BEKERJA,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PELAJAR,6,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,SWASTA/BURUH,0,2021
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK BEKERJA,0,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,BEKERJA,3,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK DIKETAHUI,3,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PELAJAR,18,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PNS/TNI/POLRI,0,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,SWASTA/BURUH,1,2021
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK BEKERJA,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,BEKERJA,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PELAJAR,1,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,SWASTA/BURUH,0,2021
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK BEKERJA,3,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,BEKERJA,0,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK DIKETAHUI,14,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,PELAJAR,3,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,PNS/TNI/POLRI,0,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,SWASTA/BURUH,0,2021
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK BEKERJA,2,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,BEKERJA,0,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PELAJAR,6,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,SWASTA/BURUH,1,2021
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK BEKERJA,1,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,BEKERJA,9,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,9,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK DIKETAHUI,7,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PELAJAR,14,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PNS/TNI/POLRI,2,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,SWASTA/BURUH,5,2021
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK BEKERJA,3,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,BEKERJA,0,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK DIKETAHUI,1,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,PELAJAR,2,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,SWASTA/BURUH,0,2021
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK BEKERJA,0,2021
3213,KABUPATEN SUBANG,PEREMPUAN,BEKERJA,3,2021
3213,KABUPATEN SUBANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2021
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK DIKETAHUI,2,2021
3213,KABUPATEN SUBANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3213,KABUPATEN SUBANG,PEREMPUAN,PELAJAR,7,2021
3213,KABUPATEN SUBANG,PEREMPUAN,PNS/TNI/POLRI,0,2021
3213,KABUPATEN SUBANG,PEREMPUAN,SWASTA/BURUH,0,2021
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK BEKERJA,0,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,BEKERJA,1,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK DIKETAHUI,4,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PELAJAR,4,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SWASTA/BURUH,0,2021
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK BEKERJA,0,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,BEKERJA,2,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK DIKETAHUI,17,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PELAJAR,6,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PNS/TNI/POLRI,0,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,SWASTA/BURUH,0,2021
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK BEKERJA,1,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,BEKERJA,0,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,PELAJAR,2,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,SWASTA/BURUH,0,2021
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK BEKERJA,1,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,BEKERJA,0,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,6,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK DIKETAHUI,5,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,PELAJAR,7,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,PNS/TNI/POLRI,1,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,SWASTA/BURUH,6,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK BEKERJA,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,BEKERJA,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,PELAJAR,11,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK BEKERJA,2,2021
3216,KABUPATEN BEKASI,PEREMPUAN,BEKERJA,10,2021
3216,KABUPATEN BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,16,2021
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK DIKETAHUI,7,2021
3216,KABUPATEN BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,2,2021
3216,KABUPATEN BEKASI,PEREMPUAN,PELAJAR,48,2021
3216,KABUPATEN BEKASI,PEREMPUAN,PNS/TNI/POLRI,1,2021
3216,KABUPATEN BEKASI,PEREMPUAN,SWASTA/BURUH,1,2021
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK BEKERJA,10,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,BEKERJA,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK DIKETAHUI,3,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PELAJAR,1,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SWASTA/BURUH,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK BEKERJA,1,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,BEKERJA,3,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,4,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK DIKETAHUI,17,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PELAJAR,11,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PNS/TNI/POLRI,0,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SWASTA/BURUH,2,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK BEKERJA,1,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,BEKERJA,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PELAJAR,1,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PNS/TNI/POLRI,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SWASTA/BURUH,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK BEKERJA,0,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,BEKERJA,1,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK DIKETAHUI,6,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PELAJAR,15,2021
